time,watts
2016-01-01T06:31:41,0
2016-01-01T07:12:56,60
2016-01-01T07:22:57,0
2016-01-01T08:29:39,60
2016-01-01T08:47:33,0
2016-01-01T09:01:02,60
2016-01-01T10:24:41,0
2016-01-01T10:30:34,60
2016-01-01T10:36:53,0
2016-01-01T10:42:06,60
2016-01-01T11:14:39,0
2016-01-01T11:25:07,60
2016-01-01T11:50:06,0
2016-01-01T12:10:42,60
2016-01-01T12:22:21,0
2016-01-01T13:02:59,60
2016-01-01T13:05:35,0
2016-01-01T13:28:10,60
2016-01-01T13:36:04,0
2016-01-01T13:44:27,60
2016-01-01T14:50:31,0
2016-01-01T14:54:58,60
2016-01-01T16:11:17,0
2016-01-01T16:18:46,60
2016-01-01T16:22:28,0
2016-01-01T16:28:37,60
2016-01-01T17:03:57,0
2016-01-01T17:34:00,60
2016-01-01T17:34:19,0
2016-01-01T17:55:31,60
2016-01-01T18:01:30,0
2016-01-01T18:12:58,60
2016-01-01T18:13:00,0
2016-01-01T18:18:14,60
2016-01-01T18:58:46,0
2016-01-01T19:01:44,60
2016-01-01T19:02:03,0
2016-01-01T19:10:37,60
2016-01-01T19:26:38,0
2016-01-02T10:59:27,60
2016-01-02T11:02:46,0
2016-01-02T14:07:27,60
2016-01-02T14:12:53,0
2016-01-02T14:39:40,60
2016-01-02T14:54:26,0
2016-01-02T15:39:09,60
2016-01-02T16:00:52,0
2016-01-02T18:34:16,60
2016-01-02T19:13:31,0
2016-01-03T09:28:11,60
2016-01-03T10:00:42,0
2016-01-03T10:23:49,60
2016-01-03T10:35:54,0
2016-01-03T17:34:49,60
2016-01-03T17:43:39,0
2016-01-04T07:39:34,60
2016-01-04T08:06:30,0
2016-01-04T08:32:40,60
2016-01-04T08:59:03,0
2016-01-04T09:24:55,60
2016-01-04T09:27:13,0
2016-01-04T09:33:01,60
2016-01-04T09:48:45,0
2016-01-04T10:43:34,60
2016-01-04T10:43:49,0
2016-01-04T10:56:43,60
2016-01-04T11:07:38,0
2016-01-04T11:09:17,60
2016-01-04T11:14:40,0
2016-01-04T12:35:58,60
2016-01-04T12:37:17,0
2016-01-04T12:41:47,60
2016-01-04T12:46:50,0
2016-01-04T12:47:53,60
2016-01-04T12:53:18,0
2016-01-04T13:00:04,60
2016-01-04T13:03:37,0
2016-01-04T13:27:29,60
2016-01-04T14:09:20,0
2016-01-04T14:23:21,60
2016-01-04T14:36:56,0
2016-01-04T14:59:38,60
2016-01-04T15:00:04,0
2016-01-04T15:05:03,60
2016-01-04T15:05:59,0
2016-01-04T17:02:40,60
2016-01-04T17:44:54,0
2016-01-04T17:56:25,60
2016-01-04T18:09:21,0
2016-01-04T18:17:43,60
2016-01-04T18:35:34,0
2016-01-05T07:53:19,60
2016-01-05T08:22:29,0
2016-01-05T09:03:35,60
2016-01-05T09:03:56,0
2016-01-05T10:05:07,60
2016-01-05T10:06:53,0
2016-01-05T10:22:28,60
2016-01-05T10:36:26,0
2016-01-05T10:46:21,60
2016-01-05T12:01:26,0
2016-01-05T13:14:03,60
2016-01-05T13:35:26,0
2016-01-05T14:29:58,60
2016-01-05T14:31:08,0
2016-01-05T14:40:07,60
2016-01-05T15:02:51,0
2016-01-05T15:40:48,60
2016-01-05T15:47:14,0
2016-01-05T15:54:45,60
2016-01-05T16:21:52,0
2016-01-05T16:37:51,60
2016-01-05T16:50:33,0
2016-01-05T17:05:28,60
2016-01-05T17:09:31,0
2016-01-05T17:26:55,60
2016-01-05T17:29:21,0
2016-01-05T17:37:27,60
2016-01-05T17:44:23,0
2016-01-05T18:02:04,60
2016-01-05T18:02:51,0
2016-01-05T18:19:20,60
2016-01-05T18:22:17,0
2016-01-05T18:58:16,60
2016-01-05T19:01:17,0
2016-01-06T08:57:02,60
2016-01-06T09:54:37,0
2016-01-06T10:04:47,60
2016-01-06T10:15:45,0
2016-01-06T10:28:51,60
2016-01-06T11:01:18,0
2016-01-06T11:17:50,60
2016-01-06T12:02:52,0
2016-01-06T12:18:35,60
2016-01-06T12:19:39,0
2016-01-06T12:50:13,60
2016-01-06T12:51:20,0
2016-01-06T12:51:24,60
2016-01-06T13:19:40,0
2016-01-06T13:35:13,60
2016-01-06T13:43:34,0
2016-01-06T13:50:52,60
2016-01-06T14:15:07,0
2016-01-06T14:21:31,60
2016-01-06T14:22:38,0
2016-01-06T14:36:23,60
2016-01-06T15:19:00,0
2016-01-06T15:53:57,60
2016-01-06T15:54:20,0
2016-01-06T15:59:22,60
2016-01-06T16:16:27,0
2016-01-06T16:20:34,60
2016-01-06T16:21:33,0
2016-01-06T16:39:00,60
2016-01-06T17:03:00,0
2016-01-06T17:17:56,60
2016-01-06T17:23:08,0
2016-01-06T18:13:51,60
2016-01-06T18:36:54,0
2016-01-06T18:53:05,60
2016-01-06T19:19:28,0
2016-01-07T08:48:03,60
2016-01-07T08:55:07,0
2016-01-07T09:08:48,60
2016-01-07T09:15:42,0
2016-01-07T09:47:43,60
2016-01-07T10:36:50,0
2016-01-07T10:38:02,60
2016-01-07T10:45:52,0
2016-01-07T10:49:27,60
2016-01-07T10:57:34,0
2016-01-07T12:09:10,60
2016-01-07T12:25:36,0
2016-01-07T12:45:23,60
2016-01-07T13:58:22,0
2016-01-07T14:12:05,60
2016-01-07T14:38:08,0
2016-01-07T14:43:22,60
2016-01-07T14:50:23,0
2016-01-07T15:05:17,60
2016-01-07T15:12:41,0
2016-01-07T15:14:24,60
2016-01-07T15:51:45,0
2016-01-07T16:06:41,60
2016-01-07T16:21:19,0
2016-01-07T16:32:32,60
2016-01-07T17:19:16,0
2016-01-07T17:29:40,60
2016-01-07T17:36:10,0
2016-01-07T17:40:21,60
2016-01-07T17:46:36,0
2016-01-08T08:56:44,60
2016-01-08T09:25:19,0
2016-01-08T09:25:43,60
2016-01-08T09:30:39,0
2016-01-08T09:34:13,60
2016-01-08T09:41:27,0
2016-01-08T09:57:47,60
2016-01-08T09:58:45,0
2016-01-08T10:26:41,60
2016-01-08T10:42:42,0
2016-01-08T11:17:37,60
2016-01-08T11:24:14,0
2016-01-08T13:03:46,60
2016-01-08T13:10:12,0
2016-01-08T13:12:46,60
2016-01-08T15:02:32,0
2016-01-08T15:22:11,60
2016-01-08T16:03:17,0
2016-01-08T16:46:21,60
2016-01-08T17:04:58,0
2016-01-09T08:58:04,60
2016-01-09T09:26:10,0
2016-01-09T15:12:45,60
2016-01-09T15:14:03,0
2016-01-09T16:21:02,60
2016-01-09T16:43:19,0
2016-01-09T17:06:49,60
2016-01-09T17:12:24,0
2016-01-11T09:14:51,60
2016-01-11T09:35:49,0
2016-01-11T09:42:55,60
2016-01-11T09:50:04,0
2016-01-11T10:18:19,60
2016-01-11T11:33:37,0
2016-01-11T13:26:20,60
2016-01-11T13:40:38,0
2016-01-11T14:12:46,60
2016-01-11T14:20:17,0
2016-01-11T14:30:11,60
2016-01-11T14:57:37,0
2016-01-11T15:06:25,60
2016-01-11T16:13:02,0
2016-01-11T16:41:04,60
2016-01-11T16:42:25,0
2016-01-11T17:01:06,60
2016-01-11T17:08:57,0
2016-01-11T17:10:23,60
2016-01-11T17:11:24,0
2016-01-11T17:48:38,60
2016-01-11T18:17:28,0
2016-01-11T19:14:12,60
2016-01-11T19:15:33,0
2016-01-11T20:18:22,60
2016-01-11T20:27:37,0
2016-01-12T08:04:43,60
2016-01-12T08:20:37,0
2016-01-12T08:27:32,60
2016-01-12T08:56:08,0
2016-01-12T09:16:45,60
2016-01-12T09:24:00,0
2016-01-12T09:57:39,60
2016-01-12T10:06:51,0
2016-01-12T10:31:16,60
2016-01-12T11:55:26,0
2016-01-12T11:55:53,60
2016-01-12T12:07:21,0
2016-01-12T12:38:01,60
2016-01-12T12:55:17,0
2016-01-12T12:55:40,60
2016-01-12T13:43:26,0
2016-01-12T13:44:49,60
2016-01-12T13:47:59,0
2016-01-12T13:50:20,60
2016-01-12T13:51:01,0
2016-01-12T14:31:54,60
2016-01-12T14:39:29,0
2016-01-12T15:27:05,60
2016-01-12T15:28:18,0
2016-01-12T15:35:09,60
2016-01-12T15:37:35,0
2016-01-12T16:01:53,60
2016-01-12T16:04:18,0
2016-01-12T16:27:28,60
2016-01-12T18:09:25,0
2016-01-12T18:11:09,60
2016-01-12T18:40:18,0
2016-01-12T18:57:30,60
2016-01-12T19:30:48,0
2016-01-12T19:32:24,60
2016-01-12T19:33:56,0
2016-01-13T07:45:04,60
2016-01-13T07:51:12,0
2016-01-13T09:09:18,60
2016-01-13T10:26:51,0
2016-01-13T10:28:13,60
2016-01-13T10:42:38,0
2016-01-13T10:55:22,60
2016-01-13T11:06:48,0
2016-01-13T11:19:28,60
2016-01-13T11:51:00,0
2016-01-13T12:11:32,60
2016-01-13T12:11:50,0
2016-01-13T12:30:03,60
2016-01-13T15:18:21,0
2016-01-13T15:59:51,60
2016-01-13T16:21:32,0
2016-01-13T17:01:09,60
2016-01-13T17:05:29,0
2016-01-13T17:17:25,60
2016-01-13T17:33:17,0
2016-01-13T17:43:52,60
2016-01-13T18:07:16,0
2016-01-13T18:13:06,60
2016-01-13T18:33:31,0
2016-01-14T08:46:43,60
2016-01-14T09:09:41,0
2016-01-14T09:28:26,60
2016-01-14T09:39:15,0
2016-01-14T09:59:47,60
2016-01-14T10:00:30,0
2016-01-14T10:10:42,60
2016-01-14T10:13:23,0
2016-01-14T10:24:44,60
2016-01-14T10:41:39,0
2016-01-14T11:02:46,60
2016-01-14T11:11:30,0
2016-01-14T11:18:24,60
2016-01-14T11:30:41,0
2016-01-14T11:33:02,60
2016-01-14T11:53:14,0
2016-01-14T12:38:54,60
2016-01-14T14:10:57,0
2016-01-14T14:18:58,60
2016-01-14T15:04:55,0
2016-01-14T15:16:27,60
2016-01-14T15:43:54,0
2016-01-14T16:05:09,60
2016-01-14T16:14:27,0
2016-01-14T16:30:55,60
2016-01-14T16:48:31,0
2016-01-14T17:15:33,60
2016-01-14T17:47:03,0
2016-01-15T08:35:36,60
2016-01-15T08:41:43,0
2016-01-15T08:48:52,60
2016-01-15T09:17:05,0
2016-01-15T10:02:10,60
2016-01-15T10:05:51,0
2016-01-15T10:06:10,60
2016-01-15T10:51:18,0
2016-01-15T10:51:48,60
2016-01-15T11:25:02,0
2016-01-15T11:36:36,60
2016-01-15T11:46:39,0
2016-01-15T13:06:14,60
2016-01-15T13:40:12,0
2016-01-15T14:46:56,60
2016-01-15T15:35:56,0
2016-01-15T15:59:03,60
2016-01-15T16:06:47,0
2016-01-15T16:09:38,60
2016-01-15T16:10:35,0
2016-01-15T16:20:20,60
2016-01-15T16:58:49,0
2016-01-15T17:15:56,60
2016-01-15T17:25:01,0
2016-01-15T17:32:22,60
2016-01-15T17:50:36,0
2016-01-16T10:22:13,60
2016-01-16T10:27:10,0
2016-01-16T15:54:09,60
2016-01-16T15:56:47,0
2016-01-17T10:04:30,60
2016-01-17T10:14:55,0
2016-01-18T08:47:25,60
2016-01-18T08:53:13,0
2016-01-18T09:00:49,60
2016-01-18T09:04:44,0
2016-01-18T09:59:54,60
2016-01-18T10:09:09,0
2016-01-18T10:15:38,60
2016-01-18T10:41:52,0
2016-01-18T10:46:31,60
2016-01-18T10:55:41,0
2016-01-18T11:15:42,60
2016-01-18T11:46:14,0
2016-01-18T11:57:54,60
2016-01-18T12:01:12,0
