time,watts
2016-01-01T06:31:41,0
2016-01-01T07:04:42,45
2016-01-01T07:09:25,0
2016-01-01T07:58:44,45
2016-01-01T08:05:48,0
2016-01-01T09:16:35,45
2016-01-01T09:35:34,0
2016-01-01T09:55:44,45
2016-01-01T10:53:18,0
2016-01-01T11:16:53,45
2016-01-01T11:19:52,0
2016-01-01T11:25:05,45
2016-01-01T11:32:55,0
2016-01-01T12:07:48,45
2016-01-01T12:45:29,0
2016-01-01T12:59:23,45
2016-01-01T13:02:46,0
2016-01-01T13:08:14,45
2016-01-01T13:15:04,0
2016-01-01T14:31:01,45
2016-01-01T14:35:13,0
2016-01-01T15:51:13,45
2016-01-01T16:01:57,0
2016-01-01T16:02:07,45
2016-01-01T16:56:10,0
2016-01-01T17:43:56,45
2016-01-01T18:08:04,0
2016-01-01T18:13:00,45
2016-01-01T18:16:39,0
2016-01-01T18:24:32,45
2016-01-01T18:27:03,0
2016-01-01T18:32:31,45
2016-01-01T18:51:36,0
2016-01-01T19:10:13,45
2016-01-01T19:30:04,0
2016-01-02T09:27:21,45
2016-01-02T09:31:18,0
2016-01-02T10:04:28,45
2016-01-02T10:24:20,0
2016-01-02T10:47:06,45
2016-01-02T10:57:57,0
2016-01-02T11:54:30,45
2016-01-02T12:08:59,0
2016-01-02T13:23:45,45
2016-01-02T13:35:44,0
2016-01-02T14:20:56,45
2016-01-02T14:56:59,0
2016-01-03T14:56:45,45
2016-01-03T15:03:46,0
2016-01-04T08:38:16,45
2016-01-04T09:03:12,0
2016-01-04T09:50:09,45
2016-01-04T10:05:01,0
2016-01-04T10:05:30,45
2016-01-04T10:11:03,0
2016-01-04T12:39:48,45
2016-01-04T12:49:32,0
2016-01-04T13:48:47,45
2016-01-04T13:59:05,0
2016-01-04T14:07:16,45
2016-01-04T14:15:09,0
2016-01-04T14:17:53,45
2016-01-04T14:18:11,0
2016-01-04T14:41:33,45
2016-01-04T14:55:16,0
2016-01-04T15:14:14,45
2016-01-04T15:25:34,0
2016-01-04T15:27:37,45
2016-01-04T16:27:29,0
2016-01-04T16:52:22,45
2016-01-04T16:53:16,0
2016-01-04T17:11:09,45
2016-01-04T17:15:20,0
2016-01-04T17:54:09,45
2016-01-04T18:32:28,0
2016-01-04T19:21:23,45
2016-01-04T19:27:43,0
2016-01-04T19:41:12,45
2016-01-04T19:50:24,0
2016-01-04T21:06:05,45
2016-01-04T21:14:41,0
2016-01-04T21:21:41,45
2016-01-04T21:22:06,0
2016-01-05T08:35:21,45
2016-01-05T08:39:36,0
2016-01-05T09:05:04,45
2016-01-05T09:11:54,0
2016-01-05T09:39:33,45
2016-01-05T09:58:29,0
2016-01-05T10:09:14,45
2016-01-05T10:10:20,0
2016-01-05T10:12:42,45
2016-01-05T10:13:33,0
2016-01-05T10:13:44,45
2016-01-05T10:16:43,0
2016-01-05T10:19:56,45
2016-01-05T10:26:21,0
2016-01-05T10:32:35,45
2016-01-05T11:33:28,0
2016-01-05T11:48:06,45
2016-01-05T12:23:58,0
2016-01-05T12:26:13,45
2016-01-05T12:44:47,0
2016-01-05T13:55:42,45
2016-01-05T14:20:27,0
2016-01-05T14:57:32,45
2016-01-05T14:58:02,0
2016-01-05T15:09:17,45
2016-01-05T15:20:25,0
2016-01-05T15:53:16,45
2016-01-05T16:37:39,0
2016-01-05T16:51:46,45
2016-01-05T17:50:52,0
2016-01-05T18:23:12,45
2016-01-05T18:57:21,0
2016-01-06T08:31:56,45
2016-01-06T08:50:12,0
2016-01-06T09:05:50,45
2016-01-06T09:51:43,0
2016-01-06T10:41:20,45
2016-01-06T10:48:48,0
2016-01-06T11:05:44,45
2016-01-06T11:20:16,0
2016-01-06T11:29:31,45
2016-01-06T11:29:51,0
2016-01-06T11:37:48,45
2016-01-06T11:46:20,0
2016-01-06T11:56:00,45
2016-01-06T12:26:57,0
2016-01-06T12:38:24,45
2016-01-06T12:56:55,0
2016-01-06T12:58:45,45
2016-01-06T12:59:24,0
2016-01-06T13:01:47,45
2016-01-06T13:06:50,0
2016-01-06T13:15:04,45
2016-01-06T14:44:04,0
2016-01-06T15:02:06,45
2016-01-06T15:53:04,0
2016-01-06T15:54:38,45
2016-01-06T15:56:37,0
2016-01-06T15:57:09,45
2016-01-06T16:20:34,0
2016-01-06T16:24:38,45
2016-01-06T16:29:54,0
2016-01-06T17:24:48,45
2016-01-06T17:38:32,0
2016-01-06T17:43:30,45
2016-01-06T17:44:57,0
2016-01-06T18:47:06,45
2016-01-06T18:55:20,0
2016-01-07T08:08:34,45
2016-01-07T09:35:34,0
2016-01-07T09:38:34,45
2016-01-07T09:48:11,0
2016-01-07T10:09:11,45
2016-01-07T10:13:17,0
2016-01-07T10:22:50,45
2016-01-07T10:23:39,0
2016-01-07T10:39:05,45
2016-01-07T11:17:34,0
2016-01-07T11:42:53,45
2016-01-07T11:45:22,0
2016-01-07T12:20:32,45
2016-01-07T12:31:36,0
2016-01-07T12:46:17,45
2016-01-07T13:09:54,0
2016-01-07T13:58:26,45
2016-01-07T14:00:42,0
2016-01-07T14:24:44,45
2016-01-07T15:05:09,0
2016-01-07T16:48:12,45
2016-01-07T16:49:34,0
2016-01-07T17:30:41,45
2016-01-07T17:39:58,0
2016-01-07T17:46:36,45
2016-01-07T18:13:00,0
2016-01-07T18:43:02,45
2016-01-07T18:43:30,0
2016-01-08T08:07:13,45
2016-01-08T08:16:49,0
2016-01-08T09:18:36,45
2016-01-08T10:24:09,0
2016-01-08T10:27:10,45
2016-01-08T10:31:45,0
2016-01-08T10:53:35,45
2016-01-08T11:04:56,0
2016-01-08T11:57:53,45
2016-01-08T12:23:26,0
2016-01-08T12:34:28,45
2016-01-08T13:07:36,0
2016-01-08T13:37:57,45
2016-01-08T14:17:01,0
2016-01-08T15:31:36,45
2016-01-08T15:44:00,0
2016-01-08T16:56:13,45
2016-01-08T17:02:24,0
2016-01-08T17:02:57,45
2016-01-08T17:26:57,0
2016-01-08T17:38:33,45
2016-01-08T17:40:30,0
2016-01-08T17:42:51,45
2016-01-08T17:43:36,0
2016-01-09T10:58:47,45
2016-01-09T10:59:04,0
2016-01-09T11:54:48,45
2016-01-09T12:09:21,0
2016-01-09T13:33:39,45
2016-01-09T13:50:45,0
2016-01-11T08:06:34,45
2016-01-11T08:52:27,0
2016-01-11T09:31:29,45
2016-01-11T09:42:55,0
2016-01-11T09:46:15,45
2016-01-11T10:26:53,0
2016-01-11T10:43:52,45
2016-01-11T10:50:12,0
2016-01-11T11:02:27,45
2016-01-11T12:02:23,0
2016-01-11T12:35:22,45
2016-01-11T14:00:33,0
2016-01-11T14:10:29,45
2016-01-11T15:09:03,0
2016-01-11T15:17:30,45
2016-01-11T15:31:59,0
2016-01-11T15:40:51,45
2016-01-11T15:50:23,0
2016-01-11T15:51:28,45
2016-01-11T16:34:49,0
2016-01-11T17:01:19,45
2016-01-11T17:03:47,0
2016-01-11T17:40:32,45
2016-01-11T17:43:13,0
2016-01-12T08:01:11,45
2016-01-12T08:42:33,0
2016-01-12T08:44:52,45
2016-01-12T08:54:40,0
2016-01-12T09:06:22,45
2016-01-12T09:14:16,0
2016-01-12T09:21:25,45
2016-01-12T10:06:00,0
2016-01-12T10:17:46,45
2016-01-12T10:56:06,0
2016-01-12T11:00:22,45
2016-01-12T11:18:26,0
2016-01-12T11:41:53,45
2016-01-12T11:49:23,0
2016-01-12T13:08:39,45
2016-01-12T13:22:38,0
2016-01-12T13:26:56,45
2016-01-12T14:33:56,0
2016-01-12T14:43:28,45
2016-01-12T14:51:38,0
2016-01-12T14:52:51,45
2016-01-12T15:13:13,0
2016-01-12T15:28:18,45
2016-01-12T15:52:15,0
2016-01-12T16:22:44,45
2016-01-12T16:30:12,0
2016-01-12T17:14:11,45
2016-01-12T17:24:44,0
2016-01-12T18:44:45,45
2016-01-12T18:48:49,0
2016-01-13T07:05:22,45
2016-01-13T07:11:27,0
2016-01-13T07:40:26,45
2016-01-13T07:45:04,0
2016-01-13T07:47:14,45
2016-01-13T08:05:35,0
2016-01-13T09:01:17,45
2016-01-13T09:27:46,0
2016-01-13T09:31:24,45
2016-01-13T09:44:32,0
2016-01-13T10:16:03,45
2016-01-13T10:41:20,0
2016-01-13T10:54:11,45
2016-01-13T11:09:02,0
2016-01-13T11:19:20,45
2016-01-13T11:42:23,0
2016-01-13T12:12:32,45
2016-01-13T12:25:17,0
2016-01-13T12:31:16,45
2016-01-13T12:38:45,0
2016-01-13T13:38:11,45
2016-01-13T14:48:58,0
2016-01-13T15:37:48,45
2016-01-13T16:09:54,0
2016-01-13T16:22:38,45
2016-01-13T16:53:41,0
2016-01-13T16:59:55,45
2016-01-13T17:05:39,0
2016-01-13T17:43:00,45
2016-01-13T17:49:09,0
2016-01-14T08:17:33,45
2016-01-14T08:19:33,0
2016-01-14T09:18:54,45
2016-01-14T09:48:28,0
2016-01-14T10:04:26,45
2016-01-14T11:33:02,0
2016-01-14T13:28:51,45
2016-01-14T14:13:34,0
2016-01-14T14:47:43,45
2016-01-14T15:02:03,0
2016-01-14T15:02:22,45
2016-01-14T15:46:55,0
2016-01-14T15:47:24,45
2016-01-14T15:48:20,0
2016-01-14T16:00:45,45
2016-01-14T16:02:58,0
2016-01-14T16:11:28,45
2016-01-14T16:17:25,0
2016-01-14T16:22:06,45
2016-01-14T16:49:41,0
