time,watts
2016-01-01T06:31:41,0
2016-01-01T07:53:19,60
2016-01-01T07:59:59,0
2016-01-01T08:17:32,60
2016-01-01T08:35:21,0
2016-01-01T09:07:01,60
2016-01-01T09:44:09,0
2016-01-01T10:17:15,60
2016-01-01T11:01:17,0
2016-01-01T11:19:40,60
2016-01-01T11:32:15,0
2016-01-01T12:10:28,60
2016-01-01T12:26:54,0
2016-01-01T13:19:54,60
2016-01-01T14:01:07,0
2016-01-01T14:02:30,60
2016-01-01T14:16:58,0
2016-01-01T14:39:46,60
2016-01-01T14:50:28,0
2016-01-01T15:28:13,60
2016-01-01T15:37:23,0
2016-01-01T15:45:19,60
2016-01-01T16:14:51,0
2016-01-01T17:03:32,60
2016-01-01T17:09:14,0
2016-01-01T17:26:17,60
2016-01-01T17:55:47,0
2016-01-01T18:29:24,60
2016-01-01T18:38:25,0
2016-01-01T18:45:27,60
2016-01-01T19:02:33,0
2016-01-02T09:58:57,60
2016-01-02T10:09:34,0
2016-01-02T12:19:57,60
2016-01-02T12:33:47,0
2016-01-02T16:12:23,60
2016-01-02T16:26:10,0
2016-01-03T13:41:55,60
2016-01-03T14:12:06,0
2016-01-04T09:17:38,60
2016-01-04T09:18:50,0
2016-01-04T09:20:21,60
2016-01-04T09:24:02,0
2016-01-04T09:33:59,60
2016-01-04T09:44:26,0
2016-01-04T10:01:23,60
2016-01-04T10:05:30,0
2016-01-04T10:48:31,60
2016-01-04T11:06:04,0
2016-01-04T11:19:46,60
2016-01-04T12:14:18,0
2016-01-04T12:56:31,60
2016-01-04T13:51:01,0
2016-01-04T14:02:40,60
2016-01-04T14:39:17,0
2016-01-04T14:59:05,60
2016-01-04T14:59:19,0
2016-01-04T15:34:23,60
2016-01-04T15:56:43,0
2016-01-04T16:02:17,60
2016-01-04T16:04:18,0
2016-01-04T16:15:56,60
2016-01-04T16:25:56,0
2016-01-04T16:45:45,60
2016-01-04T16:59:24,0
2016-01-04T17:00:20,60
2016-01-04T17:24:43,0
2016-01-04T17:56:36,60
2016-01-04T18:22:39,0
2016-01-04T19:41:19,60
2016-01-04T20:18:36,0
2016-01-04T21:02:34,60
2016-01-04T21:17:59,0
2016-01-05T06:31:25,60
2016-01-05T06:41:47,0
2016-01-05T07:29:15,60
2016-01-05T07:46:40,0
2016-01-05T09:36:59,60
2016-01-05T09:46:40,0
2016-01-05T09:46:47,60
2016-01-05T09:46:53,0
2016-01-05T10:05:30,60
2016-01-05T11:35:06,0
2016-01-05T11:55:37,60
2016-01-05T12:19:49,0
