time,watts
2016-01-01T06:31:41,0
2016-01-01T08:35:28,60
2016-01-01T08:50:33,0
2016-01-01T09:31:10,60
2016-01-01T09:35:51,0
2016-01-01T10:15:50,60
2016-01-01T10:19:10,0
2016-01-01T11:05:11,60
2016-01-01T11:14:36,0
2016-01-01T11:45:20,60
2016-01-01T12:31:50,0
2016-01-01T12:49:54,60
2016-01-01T12:50:59,0
2016-01-01T13:21:32,60
2016-01-01T13:22:31,0
2016-01-01T13:31:38,60
2016-01-01T14:15:19,0
2016-01-01T14:15:48,60
2016-01-01T15:00:25,0
2016-01-01T15:03:06,60
2016-01-01T15:35:15,0
2016-01-01T15:53:52,60
2016-01-01T16:06:24,0
2016-01-01T16:20:21,60
2016-01-01T16:21:33,0
2016-01-01T17:01:15,60
2016-01-01T17:26:54,0
2016-01-01T17:28:20,60
2016-01-01T17:51:45,0
2016-01-01T18:51:41,60
2016-01-01T19:22:10,0
2016-01-01T19:36:04,60
2016-01-01T20:16:21,0
2016-01-02T10:52:20,60
2016-01-02T11:10:16,0
2016-01-02T12:35:41,60
2016-01-02T12:47:30,0
2016-01-02T12:59:41,60
2016-01-02T13:00:53,0
2016-01-02T14:20:39,60
2016-01-02T14:31:00,0
2016-01-02T16:16:44,60
2016-01-02T17:12:13,0
2016-01-02T18:09:15,60
2016-01-02T18:34:16,0
2016-01-03T12:32:21,60
2016-01-03T12:37:41,0
2016-01-04T08:56:33,60
2016-01-04T08:59:38,0
2016-01-04T10:01:42,60
2016-01-04T10:30:56,0
2016-01-04T10:43:49,60
2016-01-04T10:47:37,0
2016-01-04T10:55:41,60
2016-01-04T11:02:44,0
2016-01-04T11:12:02,60
2016-01-04T11:30:50,0
2016-01-04T12:33:04,60
2016-01-04T12:40:34,0
2016-01-04T13:13:26,60
2016-01-04T13:28:52,0
2016-01-04T13:45:57,60
2016-01-04T15:30:01,0
2016-01-04T15:58:27,60
2016-01-04T16:58:00,0
2016-01-04T17:12:36,60
2016-01-04T17:35:47,0
2016-01-04T17:50:43,60
2016-01-04T18:12:30,0
2016-01-05T06:48:19,60
2016-01-05T06:59:11,0
2016-01-05T07:46:40,60
2016-01-05T08:09:35,0
2016-01-05T08:14:44,60
2016-01-05T08:56:00,0
2016-01-05T09:06:11,60
2016-01-05T09:08:46,0
2016-01-05T09:48:17,60
2016-01-05T09:54:25,0
2016-01-05T10:19:48,60
2016-01-05T10:45:31,0
2016-01-05T10:52:03,60
2016-01-05T10:54:07,0
2016-01-05T11:01:24,60
2016-01-05T11:21:45,0
2016-01-05T11:21:54,60
2016-01-05T11:23:29,0
2016-01-05T11:33:44,60
2016-01-05T11:41:50,0
2016-01-05T11:44:00,60
2016-01-05T11:44:08,0
2016-01-05T11:58:21,60
2016-01-05T11:59:24,0
2016-01-05T12:22:23,60
2016-01-05T12:30:53,0
2016-01-05T13:01:33,60
2016-01-05T13:15:16,0
2016-01-05T13:15:37,60
2016-01-05T13:29:32,0
2016-01-05T13:34:54,60
2016-01-05T13:36:44,0
2016-01-05T13:49:22,60
2016-01-05T14:15:03,0
2016-01-05T14:22:32,60
2016-01-05T14:22:56,0
2016-01-05T14:28:17,60
2016-01-05T15:00:02,0
2016-01-05T15:09:45,60
2016-01-05T16:02:39,0
2016-01-05T16:36:12,60
2016-01-05T17:12:16,0
2016-01-05T17:31:47,60
2016-01-05T17:32:17,0
2016-01-05T18:35:29,60
2016-01-05T18:50:31,0
2016-01-05T18:55:04,60
2016-01-05T19:27:37,0
2016-01-06T08:10:29,60
2016-01-06T08:22:33,0
2016-01-06T08:30:31,60
2016-01-06T08:55:54,0
2016-01-06T09:00:14,60
2016-01-06T09:18:13,0
2016-01-06T09:39:24,60
2016-01-06T09:40:40,0
2016-01-06T09:57:43,60
2016-01-06T10:30:04,0
2016-01-06T10:40:18,60
2016-01-06T10:54:11,0
2016-01-06T11:13:21,60
2016-01-06T11:16:45,0
2016-01-06T11:31:36,60
2016-01-06T11:34:49,0
2016-01-06T11:54:14,60
2016-01-06T12:02:17,0
2016-01-06T12:24:05,60
2016-01-06T12:26:43,0
2016-01-06T12:55:51,60
2016-01-06T13:55:30,0
2016-01-06T14:06:25,60
2016-01-06T14:40:17,0
2016-01-06T15:41:41,60
2016-01-06T15:41:50,0
2016-01-06T15:47:43,60
2016-01-06T16:27:43,0
2016-01-06T16:40:07,60
2016-01-06T17:22:16,0
2016-01-06T17:25:22,60
2016-01-06T17:30:24,0
2016-01-06T17:39:14,60
2016-01-06T18:04:05,0
2016-01-07T08:19:26,60
2016-01-07T09:20:06,0
2016-01-07T09:22:28,60
2016-01-07T10:42:00,0
2016-01-07T11:25:54,60
2016-01-07T11:41:07,0
2016-01-07T12:26:30,60
2016-01-07T12:52:44,0
2016-01-07T12:55:15,60
2016-01-07T13:07:21,0
2016-01-07T13:21:59,60
2016-01-07T13:30:47,0
2016-01-07T13:40:07,60
2016-01-07T14:27:08,0
2016-01-07T15:01:53,60
2016-01-07T15:33:03,0
2016-01-07T15:45:58,60
2016-01-07T16:24:06,0
2016-01-07T16:25:05,60
2016-01-07T16:28:38,0
2016-01-07T16:28:47,60
2016-01-07T16:47:45,0
2016-01-07T16:50:46,60
2016-01-07T17:16:11,0
2016-01-07T17:43:48,60
2016-01-07T17:56:58,0
2016-01-08T09:01:15,60
