time,watts
2016-01-01T06:31:41,0
2016-01-01T08:09:58,45
2016-01-01T08:22:46,0
2016-01-01T09:24:50,45
2016-01-01T09:37:34,0
2016-01-01T09:49:27,45
2016-01-01T10:15:18,0
2016-01-01T10:58:31,45
2016-01-01T11:17:53,0
2016-01-01T11:37:37,45
2016-01-01T11:43:13,0
2016-01-01T12:53:17,45
2016-01-01T13:03:02,0
2016-01-01T13:36:38,45
2016-01-01T14:07:51,0
2016-01-01T14:19:38,45
2016-01-01T14:30:02,0
2016-01-01T14:31:42,45
2016-01-01T14:42:05,0
2016-01-01T15:27:53,45
2016-01-01T15:28:33,0
2016-01-01T15:35:54,45
2016-01-01T15:49:40,0
2016-01-01T16:46:52,45
2016-01-01T17:40:54,0
2016-01-01T18:28:51,45
2016-01-01T18:31:52,0
2016-01-01T19:02:03,45
2016-01-01T19:25:53,0
2016-01-02T10:39:25,45
2016-01-02T10:46:00,0
2016-01-02T12:56:38,45
2016-01-02T13:23:45,0
2016-01-02T15:18:48,45
2016-01-02T15:44:46,0
2016-01-02T19:45:17,45
2016-01-02T19:48:30,0
2016-01-03T14:02:32,45
2016-01-03T14:32:46,0
2016-01-03T15:39:25,45
2016-01-03T15:50:22,0
2016-01-03T16:33:50,45
2016-01-03T16:36:30,0
2016-01-03T17:47:38,45
2016-01-03T18:00:09,0
2016-01-04T07:43:58,45
2016-01-04T07:49:31,0
2016-01-04T08:10:27,45
2016-01-04T08:47:37,0
2016-01-04T08:49:52,45
2016-01-04T09:10:22,0
2016-01-04T09:37:25,45
2016-01-04T09:38:15,0
2016-01-04T10:48:22,45
2016-01-04T10:50:04,0
2016-01-04T11:59:31,45
2016-01-04T12:41:47,0
2016-01-04T13:25:51,45
2016-01-04T13:39:52,0
2016-01-04T13:45:07,45
2016-01-04T14:23:21,0
2016-01-04T14:47:23,45
2016-01-04T14:48:44,0
2016-01-04T14:59:11,45
2016-01-04T15:01:27,0
2016-01-04T15:02:39,45
2016-01-04T15:07:39,0
2016-01-04T16:25:18,45
2016-01-04T16:57:30,0
2016-01-04T18:08:30,45
2016-01-04T18:11:18,0
2016-01-04T19:27:43,45
2016-01-04T19:33:32,0
2016-01-04T22:20:43,45
2016-01-04T22:37:39,0
2016-01-05T08:16:43,45
2016-01-05T09:06:03,0
2016-01-05T09:15:09,45
2016-01-05T09:27:08,0
2016-01-05T09:40:34,45
2016-01-05T10:05:30,0
2016-01-05T10:05:51,45
2016-01-05T10:08:57,0
2016-01-05T10:57:28,45
2016-01-05T11:54:00,0
2016-01-05T12:44:58,45
2016-01-05T12:55:30,0
2016-01-05T13:28:29,45
2016-01-05T13:35:03,0
2016-01-05T13:47:13,45
2016-01-05T14:00:36,0
2016-01-05T14:22:56,45
2016-01-05T14:24:19,0
2016-01-05T14:31:08,45
2016-01-05T14:32:49,0
2016-01-05T14:49:15,45
2016-01-05T15:00:01,0
2016-01-05T15:05:42,45
2016-01-05T15:46:38,0
2016-01-05T16:13:09,45
2016-01-05T16:18:31,0
2016-01-05T18:08:41,45
2016-01-05T18:10:12,0
2016-01-06T09:13:04,45
2016-01-06T09:36:28,0
2016-01-06T09:57:15,45
2016-01-06T11:15:48,0
2016-01-06T11:23:09,45
2016-01-06T11:24:36,0
2016-01-06T13:03:09,45
2016-01-06T13:12:45,0
2016-01-06T13:27:26,45
2016-01-06T13:45:15,0
2016-01-06T13:56:51,45
2016-01-06T14:20:10,0
2016-01-06T14:42:08,45
2016-01-06T15:28:58,0
2016-01-06T15:34:18,45
2016-01-06T15:58:08,0
2016-01-06T16:42:09,45
2016-01-06T17:06:32,0
2016-01-06T17:23:08,45
2016-01-06T17:33:18,0
2016-01-07T08:21:40,45
2016-01-07T08:55:18,0
2016-01-07T09:22:37,45
2016-01-07T09:33:04,0
2016-01-07T09:50:03,45
2016-01-07T10:07:43,0
2016-01-07T10:34:04,45
2016-01-07T11:18:47,0
2016-01-07T11:33:37,45
2016-01-07T11:37:44,0
2016-01-07T13:09:16,45
2016-01-07T13:31:41,0
2016-01-07T13:53:01,45
2016-01-07T13:58:26,0
2016-01-07T14:02:38,45
2016-01-07T14:13:14,0
2016-01-07T14:17:58,45
2016-01-07T14:20:12,0
2016-01-07T14:27:01,45
2016-01-07T14:47:39,0
2016-01-07T14:48:14,45
2016-01-07T15:03:19,0
2016-01-07T15:19:29,45
2016-01-07T15:21:19,0
2016-01-07T15:38:37,45
2016-01-07T15:47:21,0
2016-01-07T16:06:21,45
2016-01-07T16:09:51,0
2016-01-07T16:44:17,45
2016-01-07T17:03:40,0
2016-01-07T17:22:40,45
2016-01-07T17:30:44,0
2016-01-07T17:49:14,45
2016-01-07T17:50:16,0
2016-01-07T18:17:56,45
2016-01-07T18:25:47,0
2016-01-08T07:58:11,45
2016-01-08T08:06:42,0
2016-01-08T08:38:16,45
2016-01-08T08:39:42,0
2016-01-08T08:56:32,45
2016-01-08T09:12:14,0
2016-01-08T09:32:12,45
2016-01-08T09:33:19,0
2016-01-08T09:50:17,45
2016-01-08T10:10:03,0
2016-01-08T10:27:57,45
2016-01-08T10:28:31,0
2016-01-08T10:28:46,45
2016-01-08T10:28:58,0
2016-01-08T10:29:38,45
2016-01-08T10:43:19,0
2016-01-08T10:55:18,45
2016-01-08T10:56:05,0
2016-01-08T11:17:03,45
2016-01-08T11:52:54,0
2016-01-08T12:42:02,45
2016-01-08T12:53:39,0
2016-01-08T13:21:06,45
2016-01-08T14:16:59,0
2016-01-08T14:22:55,45
2016-01-08T15:15:31,0
2016-01-08T15:19:11,45
2016-01-08T15:31:06,0
2016-01-08T16:02:43,45
2016-01-08T16:03:01,0
2016-01-08T16:10:37,45
2016-01-08T16:23:52,0
2016-01-08T16:37:46,45
2016-01-08T16:45:20,0
2016-01-08T17:29:36,45
2016-01-08T18:10:53,0
2016-01-09T13:03:37,45
2016-01-09T13:07:55,0
2016-01-09T13:53:16,45
2016-01-09T14:05:21,0
2016-01-09T15:07:12,45
2016-01-09T15:08:41,0
2016-01-09T16:43:51,45
2016-01-09T16:53:00,0
2016-01-09T17:05:08,45
2016-01-09T17:06:49,0
2016-01-11T07:28:33,45
2016-01-11T07:33:32,0
2016-01-11T07:39:35,45
2016-01-11T08:50:38,0
2016-01-11T09:10:32,45
2016-01-11T09:15:13,0
2016-01-11T09:49:30,45
2016-01-11T10:08:10,0
2016-01-11T10:34:16,45
2016-01-11T11:47:42,0
2016-01-11T12:56:13,45
2016-01-11T13:19:20,0
2016-01-11T13:28:51,45
2016-01-11T13:42:47,0
2016-01-11T13:47:50,45
2016-01-11T14:02:06,0
2016-01-11T14:03:00,45
2016-01-11T15:30:55,0
2016-01-11T15:33:53,45
2016-01-11T15:50:58,0
2016-01-11T15:51:00,45
2016-01-11T16:14:23,0
2016-01-11T16:58:29,45
2016-01-11T17:02:29,0
2016-01-11T17:17:28,45
2016-01-11T17:25:40,0
2016-01-11T17:31:54,45
2016-01-11T17:35:36,0
2016-01-11T17:40:20,45
2016-01-11T17:41:20,0
2016-01-12T06:21:27,45
2016-01-12T06:41:46,0
2016-01-12T09:11:30,45
2016-01-12T09:53:20,0
2016-01-12T09:59:49,45
2016-01-12T10:14:33,0
2016-01-12T10:16:05,45
2016-01-12T10:17:37,0
2016-01-12T10:36:29,45
2016-01-12T10:41:40,0
2016-01-12T10:52:55,45
2016-01-12T10:54:57,0
2016-01-12T11:34:31,45
2016-01-12T11:46:30,0
2016-01-12T11:57:48,45
2016-01-12T12:09:55,0
2016-01-12T12:12:42,45
2016-01-12T12:12:55,0
2016-01-12T12:47:40,45
2016-01-12T14:11:03,0
2016-01-12T14:15:03,45
2016-01-12T14:24:44,0
2016-01-12T14:30:21,45
2016-01-12T15:15:45,0
2016-01-12T15:30:05,45
2016-01-12T16:03:36,0
2016-01-12T16:14:04,45
2016-01-12T16:25:19,0
2016-01-12T16:33:25,45
2016-01-12T17:31:32,0
2016-01-12T17:50:52,45
2016-01-12T17:57:23,0
2016-01-12T18:16:09,45
2016-01-12T18:44:34,0
2016-01-12T19:30:48,45
2016-01-12T19:38:14,0
2016-01-13T08:14:47,45
2016-01-13T08:28:01,0
2016-01-13T09:01:33,45
2016-01-13T09:02:16,0
2016-01-13T09:25:04,45
2016-01-13T09:45:27,0
2016-01-13T10:11:45,45
2016-01-13T11:43:27,0
2016-01-13T12:03:03,45
2016-01-13T12:03:12,0
2016-01-13T12:03:52,45
2016-01-13T12:07:33,0
2016-01-13T13:22:27,45
2016-01-13T13:54:56,0
2016-01-13T15:09:20,45
2016-01-13T15:17:51,0
2016-01-13T15:43:12,45
2016-01-13T16:11:42,0
2016-01-13T16:13:12,45
2016-01-13T16:53:02,0
2016-01-13T16:57:06,45
2016-01-13T17:39:16,0
2016-01-13T17:42:43,45
2016-01-13T17:54:04,0
2016-01-14T08:22:46,45
2016-01-14T08:28:32,0
2016-01-14T08:48:04,45
2016-01-14T09:13:52,0
2016-01-14T10:05:51,45
2016-01-14T10:58:01,0
2016-01-14T11:39:31,45
2016-01-14T11:42:28,0
2016-01-14T11:52:42,45
2016-01-14T12:04:47,0
2016-01-14T12:22:30,45
2016-01-14T12:23:07,0
2016-01-14T12:54:07,45
2016-01-14T12:55:32,0
2016-01-14T13:39:24,45
2016-01-14T15:15:58,0
2016-01-14T15:33:22,45
2016-01-14T15:43:16,0
2016-01-14T15:47:45,45
2016-01-14T16:03:26,0
2016-01-14T16:03:34,45
2016-01-14T16:13:51,0
2016-01-14T16:29:58,45
2016-01-14T16:47:51,0
2016-01-14T18:27:03,45
2016-01-14T18:36:50,0
2016-01-14T19:15:11,45
2016-01-14T19:22:37,0
2016-01-14T19:29:15,45
2016-01-14T19:56:17,0
2016-01-15T07:33:07,45
2016-01-15T07:36:14,0
2016-01-15T08:33:16,45
2016-01-15T08:35:54,0
2016-01-15T09:29:01,45
2016-01-15T09:45:08,0
2016-01-15T09:47:41,45
2016-01-15T09:49:42,0
2016-01-15T09:58:22,45
2016-01-15T10:08:40,0
2016-01-15T11:23:39,45
2016-01-15T11:36:36,0
2016-01-15T11:49:46,45
2016-01-15T11:57:29,0
2016-01-15T13:15:17,45
2016-01-15T13:43:23,0
2016-01-15T14:19:24,45
2016-01-15T14:26:08,0
2016-01-15T14:48:23,45
2016-01-15T16:04:21,0
2016-01-15T16:04:57,45
2016-01-15T16:27:31,0
2016-01-15T16:28:51,45
2016-01-15T17:05:09,0
2016-01-15T17:38:08,45
2016-01-15T17:38:41,0
2016-01-15T17:50:45,45
2016-01-15T18:05:23,0
2016-01-16T12:30:11,45
2016-01-16T12:39:12,0
2016-01-17T07:45:02,45
2016-01-17T08:02:24,0
2016-01-18T09:10:29,45
2016-01-18T09:14:19,0
2016-01-18T09:52:09,45
2016-01-18T10:46:11,0
2016-01-18T10:47:59,45
2016-01-18T10:52:14,0
2016-01-18T11:19:55,45
2016-01-18T11:25:35,0
2016-01-18T11:41:42,45
2016-01-18T11:43:21,0
2016-01-18T12:15:26,45
2016-01-18T12:23:19,0
2016-01-18T13:16:28,45
2016-01-18T13:18:22,0
2016-01-18T13:38:56,45
2016-01-18T13:45:13,0
2016-01-18T14:20:50,45
2016-01-18T14:36:36,0
2016-01-18T14:48:25,45
2016-01-18T15:14:19,0
2016-01-18T15:24:16,45
2016-01-18T15:42:58,0
2016-01-18T15:53:15,45
2016-01-18T16:11:11,0
2016-01-18T16:24:42,45
2016-01-18T16:26:49,0
2016-01-18T16:55:44,45
2016-01-18T17:07:30,0
2016-01-18T17:24:35,45
2016-01-18T17:44:40,0
2016-01-19T08:09:59,45
2016-01-19T08:25:37,0
2016-01-19T10:15:09,45
2016-01-19T10:49:21,0
2016-01-19T10:59:26,45
2016-01-19T11:00:38,0
2016-01-19T11:01:25,45
2016-01-19T11:02:01,0
2016-01-19T11:26:32,45
2016-01-19T11:32:38,0
2016-01-19T12:15:21,45
2016-01-19T12:20:25,0
2016-01-19T13:21:53,45
2016-01-19T13:27:45,0
2016-01-19T13:34:44,45
2016-01-19T13:58:41,0
2016-01-19T14:16:28,45
2016-01-19T15:35:38,0
2016-01-19T15:47:34,45
2016-01-19T15:47:36,0
2016-01-19T16:27:47,45
2016-01-19T17:16:02,0
2016-01-19T17:34:19,45
