time,watts
2016-01-01T06:31:41,0
2016-01-01T07:23:42,45
2016-01-01T08:29:18,0
2016-01-01T08:42:39,45
2016-01-01T08:46:44,0
2016-01-01T09:03:18,45
2016-01-01T09:10:17,0
2016-01-01T09:41:33,45
2016-01-01T10:00:48,0
2016-01-01T10:38:12,45
2016-01-01T10:46:49,0
2016-01-01T10:56:52,45
2016-01-01T10:59:13,0
2016-01-01T11:41:02,45
2016-01-01T11:46:49,0
2016-01-01T12:11:17,45
2016-01-01T12:20:17,0
2016-01-01T14:13:27,45
2016-01-01T14:14:15,0
2016-01-01T14:14:48,45
2016-01-01T14:51:07,0
2016-01-01T15:27:39,45
2016-01-01T15:37:46,0
2016-01-01T17:26:18,45
2016-01-01T17:39:14,0
2016-01-01T17:39:53,45
2016-01-01T17:57:11,0
2016-01-02T11:10:48,45
2016-01-02T11:16:11,0
2016-01-02T13:35:44,45
2016-01-02T13:44:14,0
2016-01-02T14:37:30,45
2016-01-02T14:39:27,0
2016-01-02T16:07:13,45
2016-01-02T16:16:44,0
2016-01-02T16:18:35,45
2016-01-02T16:33:20,0
2016-01-02T18:38:20,45
2016-01-02T18:46:15,0
2016-01-03T10:31:08,45
2016-01-03T11:23:22,0
2016-01-03T13:38:33,45
2016-01-03T13:41:55,0
2016-01-03T15:04:04,45
2016-01-03T15:31:45,0
2016-01-04T08:27:35,45
2016-01-04T08:30:23,0
2016-01-04T08:44:46,45
2016-01-04T08:50:39,0
2016-01-04T09:26:38,45
2016-01-04T09:33:31,0
2016-01-04T09:36:46,45
2016-01-04T09:53:12,0
2016-01-04T09:53:16,45
2016-01-04T10:16:59,0
2016-01-04T10:53:48,45
2016-01-04T10:55:13,0
2016-01-04T11:14:57,45
2016-01-04T11:26:05,0
2016-01-04T11:54:23,45
2016-01-04T11:59:31,0
2016-01-04T12:03:08,45
2016-01-04T12:26:42,0
2016-01-04T13:18:28,45
2016-01-04T13:57:47,0
2016-01-04T15:02:30,45
2016-01-04T15:10:08,0
2016-01-04T15:57:07,45
2016-01-04T16:05:22,0
2016-01-04T16:31:06,45
2016-01-04T16:52:09,0
2016-01-04T17:11:25,45
2016-01-04T17:40:31,0
2016-01-04T18:17:46,45
2016-01-04T18:18:23,0
2016-01-04T22:12:18,45
2016-01-04T22:20:43,0
2016-01-05T08:39:36,45
2016-01-05T08:46:17,0
2016-01-05T08:59:53,45
2016-01-05T09:12:10,0
2016-01-05T09:25:28,45
2016-01-05T09:35:15,0
2016-01-05T09:46:20,45
2016-01-05T10:03:00,0
2016-01-05T10:24:25,45
2016-01-05T10:24:27,0
2016-01-05T13:02:51,45
2016-01-05T13:05:38,0
2016-01-05T13:11:17,45
2016-01-05T14:10:37,0
2016-01-05T14:48:46,45
2016-01-05T15:16:40,0
2016-01-05T15:18:33,45
2016-01-05T15:41:24,0
2016-01-05T16:50:43,45
2016-01-05T17:03:35,0
2016-01-05T17:08:17,45
2016-01-05T17:28:57,0
2016-01-06T08:22:33,45
2016-01-06T08:30:31,0
2016-01-06T08:33:34,45
2016-01-06T08:41:40,0
2016-01-06T09:03:01,45
2016-01-06T09:49:24,0
2016-01-06T09:54:37,45
2016-01-06T10:01:40,0
2016-01-06T10:17:11,45
2016-01-06T10:28:30,0
2016-01-06T10:59:33,45
2016-01-06T11:05:44,0
2016-01-06T11:46:20,45
2016-01-06T11:55:35,0
2016-01-06T12:52:16,45
2016-01-06T13:43:27,0
2016-01-06T13:44:12,45
2016-01-06T14:21:31,0
2016-01-06T14:24:14,45
2016-01-06T14:36:23,0
2016-01-06T14:37:06,45
2016-01-06T14:42:22,0
2016-01-06T14:46:05,45
2016-01-06T15:01:43,0
2016-01-06T15:27:25,45
2016-01-06T15:28:48,0
2016-01-06T15:57:51,45
2016-01-06T17:19:40,0
2016-01-06T19:06:12,45
2016-01-06T19:21:38,0
2016-01-07T07:32:14,45
2016-01-07T07:39:38,0
2016-01-07T09:15:42,45
2016-01-07T09:18:15,0
2016-01-07T09:36:15,45
2016-01-07T09:59:20,0
2016-01-07T09:59:50,45
2016-01-07T10:51:56,0
2016-01-07T10:53:54,45
2016-01-07T11:00:20,0
2016-01-07T11:51:25,45
2016-01-07T12:09:36,0
