time,watts
2016-01-01T06:31:41,0
2016-01-01T08:08:52,60
2016-01-01T08:28:52,0
2016-01-01T09:28:52,60
2016-01-01T09:39:57,0
2016-01-01T09:55:00,60
2016-01-01T11:03:03,0
2016-01-01T11:07:24,60
2016-01-01T11:08:54,0
2016-01-01T11:45:15,60
2016-01-01T12:02:21,0
2016-01-01T12:51:05,60
2016-01-01T13:03:07,0
2016-01-01T13:15:04,60
2016-01-01T13:21:00,0
2016-01-01T13:36:04,60
2016-01-01T13:45:01,0
2016-01-01T13:58:23,60
2016-01-01T14:05:04,0
2016-01-01T14:19:27,60
2016-01-01T14:33:55,0
2016-01-01T15:03:05,60
2016-01-01T15:03:06,0
2016-01-01T15:50:47,60
2016-01-01T15:51:56,0
2016-01-01T15:59:10,60
2016-01-01T16:26:13,0
2016-01-01T16:40:46,60
2016-01-01T17:32:47,0
2016-01-01T17:55:47,60
2016-01-01T18:22:32,0
2016-01-02T11:00:24,60
2016-01-02T11:06:06,0
2016-01-02T11:39:25,60
2016-01-02T11:46:01,0
2016-01-02T14:39:27,60
2016-01-02T14:41:44,0
2016-01-02T16:53:11,60
2016-01-02T17:07:36,0
2016-01-02T19:24:20,60
2016-01-02T19:35:53,0
2016-01-03T10:09:00,60
2016-01-03T10:11:20,0
2016-01-03T10:51:15,60
2016-01-03T11:05:12,0
2016-01-03T13:07:21,60
2016-01-03T13:19:25,0
2016-01-03T16:06:08,60
2016-01-03T16:33:50,0
2016-01-04T09:17:38,60
2016-01-04T09:18:34,0
2016-01-04T09:38:34,60
2016-01-04T11:33:47,0
2016-01-04T12:17:08,60
2016-01-04T12:20:02,0
2016-01-04T12:33:29,60
2016-01-04T12:39:55,0
2016-01-04T12:53:18,60
2016-01-04T13:05:03,0
2016-01-04T13:39:52,60
2016-01-04T13:47:23,0
2016-01-04T13:57:24,60
2016-01-04T15:10:13,0
2016-01-04T15:28:11,60
2016-01-04T15:36:00,0
2016-01-04T15:56:43,60
2016-01-04T16:00:51,0
2016-01-04T16:12:49,60
2016-01-04T16:29:14,0
2016-01-04T18:01:55,60
2016-01-04T18:25:26,0
2016-01-04T20:02:33,60
