time,watts
2016-01-01T06:31:41,0
2016-01-01T09:00:29,60
2016-01-01T09:38:50,0
2016-01-01T11:01:17,60
2016-01-01T11:15:33,0
2016-01-01T11:21:23,60
2016-01-01T11:35:23,0
2016-01-01T11:39:31,60
2016-01-01T11:41:02,0
2016-01-01T11:59:43,60
2016-01-01T12:09:08,0
2016-01-01T13:56:34,60
2016-01-01T14:11:58,0
2016-01-01T14:31:56,60
2016-01-01T14:37:28,0
2016-01-01T14:44:01,60
2016-01-01T15:45:19,0
2016-01-01T15:53:14,60
2016-01-01T16:02:11,0
2016-01-01T16:08:36,60
2016-01-01T16:11:56,0
2016-01-01T16:23:40,60
2016-01-01T16:59:59,0
2016-01-01T17:14:02,60
2016-01-01T17:14:19,0
2016-01-01T17:16:49,60
2016-01-01T17:26:17,0
2016-01-01T17:26:54,60
2016-01-01T17:28:20,0
2016-01-01T17:28:55,60
2016-01-01T17:38:25,0
2016-01-01T17:43:21,60
2016-01-01T18:24:32,0
2016-01-01T19:25:53,60
2016-01-01T19:35:02,0
2016-01-02T11:02:46,60
2016-01-02T11:35:55,0
2016-01-02T16:31:19,60
2016-01-02T16:57:51,0
2016-01-03T09:12:30,60
2016-01-03T09:21:10,0
2016-01-03T11:37:03,60
2016-01-03T11:55:02,0
2016-01-03T15:02:12,60
2016-01-03T15:04:00,0
2016-01-04T09:28:49,60
2016-01-04T09:47:25,0
2016-01-04T09:59:56,60
2016-01-04T10:06:03,0
2016-01-04T10:13:13,60
2016-01-04T10:25:06,0
2016-01-04T10:25:37,60
2016-01-04T10:50:23,0
2016-01-04T11:00:53,60
2016-01-04T11:27:54,0
2016-01-04T11:30:50,60
2016-01-04T11:54:56,0
2016-01-04T11:55:48,60
2016-01-04T12:06:33,0
2016-01-04T12:39:23,60
2016-01-04T12:40:22,0
2016-01-04T13:10:37,60
2016-01-04T13:32:36,0
2016-01-04T13:35:41,60
2016-01-04T14:13:30,0
2016-01-04T14:39:48,60
2016-01-04T14:46:03,0
2016-01-04T14:56:36,60
2016-01-04T15:11:17,0
2016-01-04T15:48:59,60
2016-01-04T15:54:06,0
