time,watts
2016-01-01T06:31:41,0
2016-01-01T07:22:57,45
2016-01-01T07:23:42,0
2016-01-01T08:35:21,45
2016-01-01T08:37:14,0
2016-01-01T08:53:45,45
2016-01-01T08:57:48,0
2016-01-01T09:56:34,45
2016-01-01T10:42:06,0
2016-01-01T10:46:55,45
2016-01-01T10:53:20,0
2016-01-01T10:53:23,45
2016-01-01T10:57:20,0
2016-01-01T11:06:28,45
2016-01-01T11:21:46,0
2016-01-01T11:55:31,45
2016-01-01T11:55:46,0
2016-01-01T12:30:40,45
2016-01-01T12:43:23,0
2016-01-01T14:28:59,45
2016-01-01T15:35:16,0
2016-01-01T15:45:08,45
2016-01-01T15:48:43,0
2016-01-01T15:51:39,45
2016-01-01T16:52:58,0
2016-01-01T17:17:31,45
2016-01-01T17:26:47,0
2016-01-01T17:45:48,45
2016-01-01T17:47:25,0
2016-01-01T19:26:38,45
2016-01-01T20:05:09,0
2016-01-02T12:49:14,45
2016-01-02T12:56:40,0
2016-01-02T16:04:08,45
2016-01-02T16:38:12,0
2016-01-02T16:58:03,45
2016-01-02T17:02:44,0
2016-01-04T09:12:10,45
2016-01-04T09:46:44,0
2016-01-04T09:52:42,45
2016-01-04T10:27:55,0
2016-01-04T10:43:02,45
2016-01-04T11:22:52,0
2016-01-04T11:34:49,45
2016-01-04T11:34:58,0
2016-01-04T12:32:20,45
2016-01-04T12:56:31,0
2016-01-04T13:03:37,45
2016-01-04T13:15:54,0
2016-01-04T13:57:47,45
2016-01-04T14:09:26,0
2016-01-04T14:25:46,45
2016-01-04T15:10:15,0
2016-01-04T15:14:07,45
2016-01-04T15:15:01,0
2016-01-04T15:24:45,45
2016-01-04T15:37:59,0
2016-01-04T16:16:21,45
2016-01-04T16:38:50,0
2016-01-04T17:52:32,45
2016-01-04T17:56:25,0
2016-01-04T19:21:19,45
2016-01-04T19:41:12,0
2016-01-05T08:16:37,45
2016-01-05T08:30:55,0
2016-01-05T08:47:35,45
2016-01-05T09:24:58,0
2016-01-05T10:04:27,45
2016-01-05T10:33:55,0
2016-01-05T10:45:28,45
2016-01-05T11:15:29,0
2016-01-05T11:25:52,45
2016-01-05T12:25:06,0
2016-01-05T12:55:41,45
2016-01-05T13:01:33,0
2016-01-05T13:22:06,45
2016-01-05T13:49:56,0
2016-01-05T14:05:13,45
2016-01-05T14:36:16,0
2016-01-05T14:47:21,45
2016-01-05T15:06:56,0
2016-01-05T15:09:13,45
2016-01-05T15:09:17,0
2016-01-05T15:32:10,45
2016-01-05T16:08:56,0
2016-01-05T16:19:13,45
2016-01-05T17:05:16,0
2016-01-05T17:32:17,45
2016-01-05T17:50:58,0
2016-01-06T08:49:37,45
2016-01-06T08:55:45,0
2016-01-06T09:07:43,45
2016-01-06T09:13:34,0
2016-01-06T09:25:33,45
2016-01-06T09:59:35,0
2016-01-06T10:09:25,45
2016-01-06T10:55:35,0
2016-01-06T11:43:31,45
2016-01-06T13:52:02,0
2016-01-06T14:11:02,45
2016-01-06T15:04:22,0
2016-01-06T15:17:35,45
2016-01-06T15:22:11,0
2016-01-06T15:22:12,45
2016-01-06T15:27:30,0
2016-01-06T15:34:52,45
2016-01-06T15:57:41,0
2016-01-06T16:13:55,45
2016-01-06T16:22:30,0
2016-01-06T17:04:17,45
2016-01-06T17:13:19,0
2016-01-06T17:16:28,45
2016-01-06T17:28:52,0
2016-01-06T17:39:02,45
2016-01-06T17:43:06,0
2016-01-06T17:51:27,45
2016-01-06T18:05:28,0
2016-01-06T18:12:25,45
2016-01-06T18:14:24,0
2016-01-06T18:19:50,45
2016-01-06T18:20:12,0
2016-01-06T18:36:54,45
2016-01-06T18:54:14,0
2016-01-06T19:34:15,45
2016-01-06T19:58:02,0
2016-01-07T08:52:42,45
2016-01-07T10:03:17,0
2016-01-07T10:04:37,45
2016-01-07T10:08:38,0
2016-01-07T10:09:02,45
2016-01-07T10:16:46,0
2016-01-07T10:56:30,45
2016-01-07T10:59:49,0
2016-01-07T10:59:56,45
2016-01-07T11:29:15,0
